logFC	logCPM	F	PValue	FDR	PeakID	Chr	Start	End
2.178256833038907	0.2032635420077408	6.705755875343624	0.009627337112824673	0.02493131514048947	Peak_107	KI270780.1	115940	116175
3.3372278450171264	0.7755761916694327	20.68317833486092	5.497419928259019e-6	3.763032246007633e-5	Peak_110	KI270794.1	27673	28003
3.5769736746759757	0.29390921977496415	14.050135546612584	1.7923353179337707e-4	8.078437280984256e-4	Peak_113	KI270803.1	365476	365804
3.5769736746759757	0.29390921977496415	14.050135546612584	1.7923353179337707e-4	8.078437280984256e-4	Peak_123	KI270821.1	228240	228470
1.7563926208031337	0.43573028543882447	6.254319090255097	0.01240859037170729	0.030933312943656685	Peak_126	KI270821.1	596313	596518
1.1289582586176299	1.6544019689298584	7.42455711636846	0.006447715707776208	0.017748054338999012	Peak_135	KI270830.1	15831	16252
1.2033218027919204	1.582308868479765	7.924912848846929	0.004887588740708166	0.014013808553739265	Peak_137	KI270831.1	130956	131235
2.184592054591606	0.4546563370179029	8.87983697000942	0.002891893594830336	0.008947752449310049	Peak_144	KI270841.1	72659	72911
3.3867068897353985	1.7125877989020246	43.495570236001846	4.514483600676742e-11	9.97156160391297e-10	Peak_145	KI270841.1	73267	73768
4.116383849102793	0.7365153518001658	24.502289724414734	7.57123107602242e-7	6.45890404052053e-6	Peak_152	KI270853.1	1679928	1680171
1.3074061291927277	1.880350711482484	11.495396808345308	7.010056325798329e-4	0.0026474816231955947	Peak_158	KI270862.1	158628	158947
1.5653190110652158	1.0114946852117612	8.250441274896179	0.004084742405965932	0.01202379539078471	Peak_162	KI270877.1	97362	97621
1.1955705844626794	2.7770509129281877	19.98748944266677	7.900675206754571e-6	5.193382651333177e-5	Peak_163	KI270878.1	160356	160970
4.3792880145181785	0.15554686653969693	14.209398758741635	1.6470834479276894e-4	7.499450244547631e-4	Peak_183	KI270905.1	3450115	3450315
3.4552261945357996	-0.13792528959141034	8.045444261048686	0.004573088566462605	0.01324478257593693	Peak_184	KI270905.1	3540334	3540534
2.831915895582971	0.850021898823549	17.631560703881792	2.709586336185281e-5	1.5397917904288848e-4	Peak_185	KI270905.1	5053426	5053648
1.5096633644160067	1.2001719103435171	8.803629242034823	0.003015064876233481	0.009272556738323895	Peak_187	KI270934.1	81963	82429
2.7982321601323394	0.8072677730321655	16.985894831573415	3.803223332729856e-5	2.073457890204146e-4	Peak_192	KN538361.1	149400	149764
4.134015422423924	-0.051023875728288245	10.595926895103746	0.0011380036502282509	0.004019333975628404	Peak_194	KN538364.1	162553	162766
2.971792684533933	0.29598366497663287	11.49839376064839	6.998775531324715e-4	0.0026436528000047844	Peak_197	KQ090026.1	15283	15515
2.5622116887783113	1.215045375223793	20.943088285579034	4.801459835434746e-6	3.34108901530295e-5	Peak_209	KV880768.1	333921	334462
3.0344654839194205	-0.13615150000283793	6.994421004248628	0.008192114306069774	0.02174643817443489	Peak_212	KZ208912.1	350867	351070
-1.220900516072584	1.497709879665711	7.979876553336603	0.004741528465790058	0.013659025311576754	Peak_218	KZ208915.1	1500090	1500310
1.5968050571589445	1.5407409755763832	12.674738513310068	3.7274413269077893e-4	0.0015319709349813273	Peak_228	KZ208915.1	2693095	2693638
7.86679500058787	0.1677072868387859	19.223840975294316	1.1771429658454126e-5	7.387367929173091e-5	Peak_229	KZ208915.1	2748311	2748546
2.2046007521508493	0.22334029855495965	6.9828485676294845	0.008245208297508409	0.02186637154316432	Peak_233	KZ208915.1	3546619	3546838
3.965377546731136	-0.1855089518324482	8.637807759986247	0.003301824309263648	0.010021650536420764	Peak_234	KZ208915.1	3804619	3804824
2.8377140952638955	0.18943684422144433	9.610045921060294	0.0019417662084096037	0.006362197647446234	Peak_238	KZ208915.1	4779061	4779300
5.132326268610972	0.7969528185129455	29.83063854232465	4.853908969436497e-8	5.500630704771455e-7	Peak_239	KZ208915.1	4801150	4801424
7.612731972182113	-0.05176474755370018	14.677284901242684	1.285340360431969e-4	6.034152277194109e-4	Peak_240	KZ208915.1	4814174	4814380
2.073803276467517	0.6527684366565083	9.995707102991402	0.0015748162616680665	0.005318542587963068	Peak_243	KZ208915.1	5654030	5654360
3.748661909525661	0.7013776354268769	21.864487708776604	2.9731208636308705e-6	2.182007889773931e-5	Peak_245	KZ208915.1	5864121	5864555
2.0220202942827874	0.4460098895471727	7.8181739640578725	0.00518447397407406	0.014738154513702223	Peak_246	KZ208915.1	5906347	5906569
7.536850611713535	-0.10885684177107367	13.57819862789889	2.3031390757118834e-4	0.0010062207273262838	Peak_247	KZ208918.1	155820	156051
1.60815705915679	0.8834310572937233	7.729657542772017	0.005444586585607687	0.015364466255785154	Peak_255	ML143371.1	3602861	3603127
2.1910441289139952	2.2134826774915535	36.06532457742833	1.9900342381740677e-9	3.075058498267646e-8	Peak_272	chr1	845635	845987
1.4779876896556028	2.5730279584936997	24.940996755616023	6.034108234127569e-7	5.2753624545913034e-06	Peak_302	chr1	1024693	1024998
1.169553631208437	2.3274005049779682	13.361795087341248	2.584204351532712e-4	0.0011116579758383737	Peak_325	chr1	1217875	1218400
2.1820645507472527	2.3310205586100157	39.45200295656991	3.534825221993291e-10	6.4441685871794405e-9	Peak_340	chr1	1318277	1318579
1.9488313014440382	1.4471748938143238	16.48095244447174	4.960170001328161e-5	2.618943695076038e-4	Peak_392	chr1	1686334	1686666
1.319160456343678	1.1570658636708064	6.745992459925837	0.009412766138813134	0.024462706125878624	Peak_405	chr1	1826786	1827010
1.335118117308796	0.9938408953223721	6.2337344884068315	0.012553531009565968	0.031236430226768624	Peak_409	chr1	1839646	1839901
1.5956584334950807	2.8490174809444277	36.320572415275294	1.7467461593522012e-9	2.7306188457850587e-8	Peak_414	chr1	1859130	1859651
1.806962530612622	1.4622880097991262	14.950682267054502	1.1121756776436564e-4	5.315909347563143e-4	Peak_417	chr1	1876553	1876887
1.5480005462996052	0.5503409808924405	5.585505533923119	0.018133080902371174	0.042635041808957705	Peak_430	chr1	1994530	1994850
1.7705004553435515	1.111805695270324	10.859836211217477	9.869290691323395e-4	0.0035525910692726127	Peak_436	chr1	2061338	2061669
2.6473233348646388	2.0385709179810503	40.908254546652365	1.6835223948276923e-10	3.2884940485115407e-9	Peak_439	chr1	2088414	2088857
1.0820913470005398	2.762374802474774	16.5952233535406	4.670662234711642e-5	2.485528820154884e-4	Peak_444	chr1	2135483	2135826
1.302934776894343	1.206394794555081	6.970900528003532	0.00830039347734876	0.021994690675872727	Peak_460	chr1	2279338	2279619
2.0016923122918313	0.8778825495508334	11.107246984544448	8.637470571496514e-4	0.003169504152188495	Peak_467	chr1	2361007	2361387
2.5282906293634673	2.6520154130753166	64.69189171729728	9.99157822573029e-16	5.1905720538344345e-14	Peak_496	chr1	3313101	3313584
1.5129297953728595	1.4113480319635892	10.722095971121487	0.0010630610620429627	0.0037903755538234805	Peak_499	chr1	3369808	3370421
1.4920699378307367	3.3164769026354404	46.55807806771648	9.531312148451146e-12	2.3965293830278783e-10	Peak_521	chr1	3548238	3548656
2.225702169563722	1.8318645329616912	27.262320881873023	1.820333434481884e-7	1.8029600269969669e-6	Peak_522	chr1	3553450	3553707
1.1950478585392745	1.7190954683770747	8.692442512524364	0.003204404004061253	0.009770570150737564	Peak_527	chr1	3613466	3613673
2.0692808851299693	0.9216451231341943	12.163574210639462	4.898939758455083e-4	0.0019428758463436342	Peak_558	chr1	3869857	3870215
2.3173863760150635	-0.010782220784202668	5.719873273830256	0.016796509153758396	0.03998313961681075	Peak_563	chr1	3923020	3923249
7.687777131833426	0.01752286509136751	15.936348740446865	6.608436498769412e-5	3.3724880914236174e-4	Peak_566	chr1	4375886	4376127
3.7414208019450315	-0.3559192810437126	6.556634910432078	0.01046726009338485	0.02676617991546119	Peak_569	chr1	4668760	4668973
2.185602827979044	0.05339351406042241	5.683403798046837	0.017148897840125025	0.04068287920012274	Peak_570	chr1	4755500	4755777
3.4241022892187174	0.16424417414543926	11.598653655422874	6.631867123677553e-4	0.002522754436041568	Peak_572	chr1	5172094	5172477
2.323843193780736	0.4563340840213817	9.608491381522441	0.0019434091296322866	0.006366401082744948	Peak_577	chr1	5717811	5718051
1.5033855301336954	1.6229408863423995	12.147406610628364	4.941526237072654e-4	0.001957087869337021	Peak_581	chr1	5850638	5851252
2.385016481212097	0.9970363759096522	15.95098496066571	6.557628330815117e-5	3.349774000543134e-4	Peak_584	chr1	5913519	5913869
2.4863477138350856	1.467694471744958	24.045460482437154	9.591003020611326e-7	7.977209962620874e-6	Peak_591	chr1	5982927	5983134
1.9545005056250577	1.340345971711093	15.3578811669625	8.967796533008582e-5	4.4020243378517857e-4	Peak_601	chr1	6116164	6116636
1.1953644328045347	3.271745537146009	29.96831339522879	4.522404378110801e-8	5.163506589666849e-7	Peak_605	chr1	6157224	6158095
2.08238716704199	0.6732858502321372	10.123798103722773	0.0014691719516341092	0.005009399595842302	Peak_627	chr1	6317489	6317738
2.3138022866132704	2.5521465726550234	51.71356428259199	6.991201089081738e-13	2.1786503512037815e-11	Peak_642	chr1	6415415	6415926
1.1417634351861696	1.4752482384079249	6.666121724843576	0.009843599331990702	0.02540986397302252	Peak_643	chr1	6416394	6416653
1.2408227259460072	2.719302737125794	20.630610405360922	5.650056882766929e-6	3.856466955847509e-5	Peak_663	chr1	6517499	6517835
1.8548089892144184	1.6273426304172438	17.62683306181709	2.7163163611365064e-5	1.5431204061871475e-4	Peak_689	chr1	6686272	6686718
1.8686062574457365	0.3379125014807575	6.1644581535683765	0.013054231508764908	0.03227980651458388	Peak_690	chr1	6695980	6696180
1.7335250535766347	2.7937376460739713	39.867825925630825	2.859880560735064e-10	5.3134044845360976e-9	Peak_693	chr1	6724558	6724956
1.3716290149423787	2.3626961613548496	18.66666679772988	1.5753050817067503e-5	9.557438138700206e-5	Peak_697	chr1	6770717	6771402
1.564833861084518	1.009631771721968	8.24341903427015	0.004100559087066126	0.01206332501614416	Peak_700	chr1	6794254	6794480
1.4722524229831786	0.7785642402607873	6.1688666019287	0.013021766001507269	0.03220898567191948	Peak_702	chr1	6803424	6803629
2.305575362394225	0.5632602496693974	10.488945215554544	0.0012057277737002195	0.004224945043991043	Peak_706	chr1	6833932	6834136
3.8691297247539165	1.0308789125898077	29.339823169890717	6.246910630719827e-8	6.912017821886943e-7	Peak_708	chr1	6860052	6860331
3.609086798886689	1.4694048467430627	38.39289212117828	6.065489985361531e-10	1.0543566175674745e-8	Peak_709	chr1	6870185	6870489
2.4932132457796303	1.3904332739913368	22.979319026218217	1.666579707400335e-6	1.3065760291622876e-5	Peak_710	chr1	6870634	6870870
2.9067481570001608	0.5990347436988069	15.134747249086612	1.0090154509343106e-4	4.8823470771471505e-4	Peak_711	chr1	6873770	6874005
2.178592562462729	1.0011388408909754	14.018069042296329	1.8231087065181934e-4	8.198958602931035e-4	Peak_712	chr1	6881039	6881361
1.5907388148966468	0.509621375538025	5.610680353212029	0.017874554179952946	0.04210836825372889	Peak_714	chr1	6891870	6892075
2.0554302229706534	1.2502343919434815	15.478327697392771	8.415072512917471e-5	4.1649885652429974e-4	Peak_718	chr1	6911978	6912360
1.596659136201893	0.5273909149472233	5.67662007916449	0.017215283960142894	0.040810604911046454	Peak_719	chr1	6922536	6922757
3.546045077329721	3.0902654835193184	144.01582789008955	6.675072886431912e-33	4.837677003873253e-30	Peak_723	chr1	6956367	6956975
3.6283671175129246	0.8447140833322199	23.503440701880017	1.2700074012920986e-6	1.0243239626676834e-5	Peak_725	chr1	6975993	6976416
3.0086453704554472	2.0016126930722145	47.29012652972363	6.574529848024303e-12	1.706213032294138e-10	Peak_726	chr1	6982859	6983388
3.886656481578614	2.8705922972043254	131.6269362244873	3.081742845300449e-30	1.501275696395455e-27	Peak_727	chr1	6989309	6990194
2.392300520753389	0.21201669266319925	7.790747872328695	0.005263683619912059	0.014926135831862364	Peak_728	chr1	6991368	6991568
1.247723585021913	1.7214927263019315	9.43864918625164	0.002131619274203354	0.006894447561419035	Peak_731	chr1	7046319	7046613
2.871494386415478	3.1382740316812683	116.98651070175517	4.41479067585185e-27	1.3768852274337528e-24	Peak_735	chr1	7117506	7118216
1.313070486923303	1.7003407021100663	10.027471264940942	0.0015479214758822952	0.005240924431046384	Peak_736	chr1	7127478	7128074
1.372233937118073	1.0696125222431743	6.9185409933477	0.008546720938204813	0.022549989463742093	Peak_739	chr1	7196197	7196564
1.6869900815971086	0.9703911309497046	9.151752078686986	0.0024925592935440043	0.007881523741316898	Peak_742	chr1	7249582	7249958
1.79476425209051	0.8648711835452487	9.281721744188603	0.0023219339558867187	0.007417336796126665	Peak_743	chr1	7250211	7250485
2.552657461724394	1.5758815873770864	27.256898885346175	1.825428126651332e-7	1.807095158733219e-6	Peak_744	chr1	7265751	7266102
2.166945432866427	0.7529017219819427	11.343271313394112	7.607312074487054e-4	0.002840889992194777	Peak_745	chr1	7267548	7267873
2.4418323136855657	2.2757674928480958	44.580479573284265	2.6012942087590786e-11	6.022551226762509e-10	Peak_756	chr1	7313058	7313612
4.109855308663016	0.4102985189739339	17.871398244118733	2.389302817079202e-5	1.3780914326906948e-4	Peak_757	chr1	7332126	7332326
1.218377607607101	1.0078657717713835	5.35640536667065	0.020671063781923724	0.047591527804095195	Peak_758	chr1	7334583	7334992
1.957306043669252	1.7090707726306607	20.390402174456526	6.403483602616909e-6	4.311149114263168e-5	Peak_759	chr1	7335386	7335902
2.239044995182576	0.38323583186706384	8.515306198788366	0.003531358561844956	0.010615566631122541	Peak_760	chr1	7358642	7358873
1.1804747171858188	1.8254092322092719	9.13895081651695	0.0025100389520442434	0.007928855292397346	Peak_762	chr1	7379469	7379890
2.633592358209007	1.3708013446557525	24.16253312746928	9.026906185105822e-7	7.552431785339577e-6	Peak_767	chr1	7419443	7419761
1.0041908910375918	4.62192368070202	51.99013622160947	6.078062847431083e-13	1.9145595956546158e-11	Peak_773	chr1	7471001	7472132
2.9486504549301094	2.175977748661705	53.07333634297138	3.5137221500947025e-13	1.1571555258134324e-11	Peak_776	chr1	7491196	7491796
1.6034181231712232	2.1386842168607108	20.121079779864473	7.368876062703519e-6	4.88064184959826e-5	Peak_780	chr1	7508313	7508743
1.6266757754543262	2.700495389664891	32.69012469618877	1.1190424886161979e-8	1.4664813807390987e-7	Peak_785	chr1	7534046	7534427
3.081424142654627	1.3774004757173612	29.803210429292324	4.9228386589971093e-8	5.568573511817392e-7	Peak_790	chr1	7549385	7549585
1.2793330851461902	1.9448177188526015	11.753172107154171	6.104066977677789e-4	0.002348860380947948	Peak_791	chr1	7549774	7550230
1.7612056261496865	0.8912330888894812	9.296385644242482	0.00230344246364974	0.007369207646462146	Peak_817	chr1	7920411	7920872
1.4907952540626148	1.1489225548770292	8.511998088500707	0.003537777467201214	0.010632332022263663	Peak_818	chr1	7940699	7941037
2.2309086420955895	1.6455588321906303	23.844288101233225	1.064415548387337e-6	8.746607245103304e-6	Peak_820	chr1	7948942	7949307
1.4158495543958036	1.4763262226484424	9.907321237969564	0.0016521714946567045	0.005540953543261892	Peak_822	chr1	7956653	7956911
1.830111894710595	1.356010149312457	13.921303716969783	1.9192305122990724e-4	8.580614539299642e-4	Peak_827	chr1	7988666	7988907
1.3892014917913635	1.543138344096229	9.965172863669418	0.0016011160095196714	0.005393149405882409	Peak_828	chr1	7991963	7992407
1.178195676560483	4.279196019563094	57.62016258479929	3.531605963075024e-14	1.4015149732637679e-12	Peak_829	chr1	8004727	8005531
1.7110175994422243	1.9697678667293683	19.653034214849914	9.407381076189208e-6	6.0563697392929764e-5	Peak_832	chr1	8017649	8017865
1.5529582726124316	2.1361758340100114	18.927488611536518	1.3743911974225892e-5	8.467766768428018e-5	Peak_834	chr1	8020085	8020304
1.769690107561691	2.187778438957647	25.05167582761968	5.698484685711774e-7	5.016164258462478e-6	Peak_837	chr1	8027958	8028206
3.3737192157689186	1.5030300579554423	36.790005341700585	1.3743848319851377e-9	2.2022536802185923e-8	Peak_839	chr1	8040542	8040967
1.4090403626512464	2.9752618642131825	32.45219627018745	1.2641567144221237e-8	1.6359196249656104e-7	Peak_843	chr1	8061247	8061807
1.6503385604208456	2.5897453002459545	30.915049525726808	2.7810598018994797e-8	3.329890250719049e-7	Peak_845	chr1	8077186	8077553
2.4315507522333015	0.7405322427651032	13.438386584971266	2.480976148968e-4	0.0010724959011389377	Peak_848	chr1	8091509	8091749
1.276909786510186	3.8538454852336548	50.82040776178912	1.098774197150303e-12	3.2888089696559066e-11	Peak_849	chr1	8097189	8097854
2.124993050587656	1.25085525495493	16.189830327943376	5.781987751022805e-5	2.9989546135386543e-4	Peak_850	chr1	8107183	8107457
1.0970365155860915	1.714286808702927	7.37343642412323	0.006633403613420929	0.018182631863920527	Peak_855	chr1	8122191	8122409
2.296577758473215	0.41658067841945506	9.216190662777574	0.0024064286486486708	0.00765090284991795	Peak_856	chr1	8127371	8127643
1.3265580114048316	4.096755784918537	64.3018618945239	1.2159811355848481e-15	6.234538709547178e-14	Peak_857	chr1	8133740	8134499
1.0973198754983324	2.5726300935657687	14.626868999966753	1.3201200309449342e-4	6.176202046925031e-4	Peak_859	chr1	8142998	8143577
1.6327892732115108	2.497650316919415	28.146913672041514	1.1540743205205877e-7	1.1982262009369343e-6	Peak_860	chr1	8154654	8155081
1.2123053897593956	1.740602319690179	8.999313538424433	0.0027089888354766903	0.008462527376172202	Peak_861	chr1	8155557	8156016
1.4213355247127264	1.5835952118818934	10.818546701328975	0.001009153150177618	0.0036221715190837027	Peak_862	chr1	8169743	8170099
2.022511866857195	3.222513289276608	72.95730131941009	1.5656561139250016e-17	1.0995407647420237e-15	Peak_864	chr1	8182085	8183029
1.5255094883896765	0.7528704680444666	6.4187719276471	0.01131063479251997	0.028589585679960856	Peak_865	chr1	8184333	8184588
1.3278233735660545	1.3966023492644206	8.233253938727902	0.004123565124654988	0.01212394650234416	Peak_868	chr1	8200433	8200682
1.6442652538666316	2.94378410584061	41.082286195684674	1.5407807514635199e-10	3.03379918679215e-9	Peak_869	chr1	8201307	8201719
1.2124749188117183	1.7010903332751992	8.80672663902872	0.003009956233343106	0.009259905368373227	Peak_871	chr1	8211976	8212262
2.1472349411336	0.30018953425867073	7.397951755449528	0.00654368315612434	0.017968861681983972	Peak_872	chr1	8224940	8225168
2.2245674082820184	2.2400227628931297	37.719965799122576	8.54973729880532e-10	1.4341693653685615e-8	Peak_876	chr1	8259019	8259943
1.7226335635239405	1.9213558057204472	19.09316672015268	1.2603471778521051e-5	7.838870059885159e-5	Peak_877	chr1	8269847	8270245
1.8082692108916965	1.6170827019635863	16.5191833281289	4.86135572895397e-5	2.574148705489592e-4	Peak_887	chr1	8367694	8368110
1.090155200855145	1.5304464018324773	6.403074258531808	0.01141098904236493	0.028801667950723586	Peak_895	chr1	8412271	8412569
1.6030141655202144	2.6907832579263116	31.808077403827635	1.7588114678071075e-8	2.2006734926847639e-7	Peak_897	chr1	8439003	8439841
2.4310748662913073	1.6468585062970635	27.03924967885069	2.0421854350223886e-7	1.9990694912129483e-6	Peak_900	chr1	8456367	8456719
2.0520570756950747	1.4182943355125945	17.5277165891579	2.8613297318672112e-5	1.6155367320066098e-4	Peak_901	chr1	8460103	8460368
1.0951774385511601	2.379889417354996	12.370245498169115	4.3860896301038183e-4	0.0017647346950673223	Peak_902	chr1	8463451	8463972
1.0313153565131015	2.845771813638767	16.214946044155713	5.705986691305026e-5	2.964926723506158e-4	Peak_903	chr1	8464328	8464806
2.0476699866224357	0.7314648139971592	10.387429237440328	0.0012737618457252314	0.00442997651881855	Peak_905	chr1	8483172	8483404
2.1841898703925584	1.898795030617	27.62254363114054	1.5119212979990325e-7	1.5263879575985208e-6	Peak_907	chr1	8497314	8497807
7.7592325483587095	0.08384229201632717	17.228969666222486	3.3472373122358606e-5	1.854813234953603e-4	Peak_913	chr1	8540637	8540892
1.6615982690138975	2.0013883941224826	19.444365989435664	1.0490398827900545e-5	6.66671518411062e-5	Peak_919	chr1	8626450	8626819
1.6594182919709397	1.9712747079427804	18.943494373134047	1.3629355867289868e-5	8.407733112914502e-5	Peak_920	chr1	8629397	8629769
1.5339048187972322	1.2410331660713345	9.479324881483247	0.0020849247182466134	0.006761971745944137	Peak_925	chr1	8661715	8661961
1.277895695963344	3.392946483072801	37.22541978211883	1.1004408208163505e-9	1.8038334537437908e-8	Peak_934	chr1	8712233	8713202
2.658739607549311	1.659794748196482	30.731015523724064	3.056614536060919e-8	3.62545769735642e-7	Peak_938	chr1	8733483	8733851
2.255312348130367	1.2644357368081907	18.1606671890201	2.0531809941205332e-5	1.2065542811255436e-4	Peak_946	chr1	8809360	8809635
1.9288529737633076	2.5080814792416057	37.44893771073436	9.817928582339244e-10	1.626077754787433e-8	Peak_959	chr1	8873619	8873928
1.5110988780591352	0.9376106000864414	7.2326210034485285	0.00717365830719228	0.0194227954681404	Peak_967	chr1	8937691	8937965
2.509550414911563	1.0056451402695428	17.23791515042771	3.33154315360012e-5	1.847344909567059e-4	Peak_968	chr1	8941866	8942124
3.4442973058901467	0.46905752160238817	16.092142782031832	6.087395893795236e-5	3.13894814664166e-4	Peak_975	chr1	9028951	9029217
2.558580637622221	2.1491504645260626	42.621670690704015	7.04002222461002e-11	1.4930791198262623e-9	Peak_978	chr1	9074909	9075473
3.6286980715053865	2.0925565863490867	63.45695751194877	1.8609408801735715e-15	9.187083793589439e-14	Peak_979	chr1	9080721	9081309
1.7620381334442394	0.7787143263083968	8.367621325045652	0.003829783228863755	0.01138415779222308	Peak_980	chr1	9085297	9085615
2.6178777368018844	0.037059994604553274	7.123398780440419	0.007623528247654367	0.0204594524555668	Peak_981	chr1	9086888	9087102
1.1006339685010302	2.7773975416469185	17.19214121071168	3.4126143552579944e-5	1.8863249316279155e-4	Peak_1010	chr1	9253091	9253381
1.3157204330990044	1.523137273787103	8.947853654079685	0.0027862823604562987	0.008666473668823985	Peak_1020	chr1	9300207	9300483
1.502382512146887	3.095390993635925	39.72697447586715	3.0726622481406164e-10	5.672950207947377e-9	Peak_1021	chr1	9302844	9303494
1.4940370570835053	2.704110199907097	28.330109612207576	1.0502014037183667e-7	1.1005891633752583e-6	Peak_1022	chr1	9315495	9316048
2.4714286052424437	0.6562791934764931	12.86741526005066	3.3631582751595665e-4	0.001399523371563989	Peak_1024	chr1	9331712	9332028
1.9111909498149127	0.7369389605327906	9.210952615309102	0.002413315946581287	0.0076697663407075305	Peak_1027	chr1	9349705	9349924
1.7663655843761403	3.4920866176332144	71.39941100455097	3.424030975247581e-17	2.266062655459885e-15	Peak_1029	chr1	9371441	9372132
2.3076205504203324	1.3401068104880252	19.411591251243674	1.067153579945054e-5	6.766751666062951e-5	Peak_1030	chr1	9374915	9375161
2.3475501856433407	1.8425262521143366	29.66963578432584	5.2726712321670946e-8	5.927891728727194e-7	Peak_1031	chr1	9384751	9385078
3.7990472541673217	1.515891594867141	41.255052358219594	1.4110622124215513e-10	2.802410123492559e-9	Peak_1032	chr1	9388906	9389147
1.5947719255389037	1.7238889861304156	14.472597534876224	1.432548813623081e-4	6.640441479615486e-4	Peak_1039	chr1	9413803	9414173
1.1731961220057148	2.6674510683092314	17.746957274638092	2.5504299298778895e-5	1.4596194927987523e-4	Peak_1041	chr1	9438564	9439348
1.4567560456432833	2.436579135847162	21.61205769419826	3.3900434885990657e-6	2.454277124170574e-5	Peak_1042	chr1	9443972	9444389
1.9984197988160701	1.9692511713981022	25.65059122072508	4.181558735908322e-7	3.8021910768360965e-6	Peak_1043	chr1	9449136	9449555
1.8132507179434632	1.0114920121758455	10.55240505212828	0.001165078352573753	0.004101851468418655	Peak_1046	chr1	9459864	9460286
1.5278838238834898	2.5339251931294866	25.61762346982785	4.253383193822208e-7	3.858967064094936e-6	Peak_1048	chr1	9473045	9473425
3.089103111157504	2.481541781037427	72.84676390331437	1.6550237264160676e-17	1.1586214397644962e-15	Peak_1049	chr1	9476761	9477331
2.0790928636994295	1.584336869348209	20.36153684706256	6.500561573245589e-6	4.370849073636719e-5	Peak_1062	chr1	9559171	9559518
2.0446307165235247	1.7418787227095869	22.266279478105453	2.4129841385748036e-6	1.812669766903203e-5	Peak_1063	chr1	9561537	9561815
1.6360214847430106	1.561276298837821	13.50424570570483	2.3955423336709955e-4	0.001041603159784567	Peak_1073	chr1	9659477	9659782
1.1436290870698158	1.7352942757111716	8.131297541765715	0.0043617151066738325	0.012718624309144742	Peak_1078	chr1	9699334	9699619
1.35579524824946	3.2513737625635684	37.37325565587015	1.0204582220716275e-9	1.6839655669863595e-8	Peak_1081	chr1	9719094	9719460
1.9776012053375749	1.8079669442216784	22.26283538311651	2.4173041465362868e-6	1.8154522893777745e-5	Peak_1085	chr1	9755496	9755882
1.6380750759357916	2.474889944937007	27.568207702397185	1.5548474843736385e-7	1.5653459137301266e-6	Peak_1086	chr1	9765828	9766344
1.6765829970568138	2.2789923801640875	24.484025360479826	7.643150918595673e-7	6.513345071759358e-6	Peak_1087	chr1	9766797	9767163
1.634015952638376	1.4557934608642586	12.305580584664714	4.540445599928943e-4	0.0018185641052502425	Peak_1096	chr1	9811706	9812025
1.595072115060986	0.8712063626606632	7.562857866142943	0.005971506259621546	0.01661647963692267	Peak_1119	chr1	9936329	9936554
1.3789647680731831	2.567118400978031	21.988685679058925	2.7872935136019377e-6	2.0606791077022962e-5	Peak_1137	chr1	10055714	10056069
1.203436469826034	2.1847393929265926	12.666011788776437	3.744852079290414e-4	0.001538125754386119	Peak_1141	chr1	10074412	10074760
2.68950712094391	3.4862776199782917	139.26521199116982	7.00565101964831e-32	4.39308972946996e-29	Peak_1144	chr1	10108105	10108722
2.3583074943042526	2.4065438927083087	47.284925508146046	6.591895248137959e-12	1.7104686545850685e-10	Peak_1145	chr1	10122915	10123503
