logFC	logCPM	F	PValue	FDR	PeakID	Chr	Start	End	Annotation	Distance to TSS	Gene Name
4.631972040874451	1.093713660132323	47.09336462776217	7.264502766019782e-12	1.1190374318582206e-10	Peak_236	KZ208915.1	5864089	5864560	NA	NA	NA
1.8695623001885904	0.6198934198101029	10.356490956617403	0.001295259115414157	0.0037618908373724617	Peak_244	ML143371.1	3178903	3179121	NA	NA	NA
2.170619882316768	1.317230124202736	22.823402285325564	1.8069858333670092e-6	1.0021296932303201e-5	Peak_245	ML143371.1	3602773	3603108	NA	NA	NA
2.268750824112984	0.7417027636831539	15.595919986855055	7.90852420154658e-5	3.07031826636305e-4	Peak_257	chr1	788864	789167	Intergenic	-10328	LOC100288069
2.0545795131093887	0.38115025469404384	9.364986148068592	0.002218900305647301	0.006062450432895771	Peak_258	chr1	791031	791314	Intergenic	-12485	LOC100288069
2.259907727229189	2.5566192313623164	58.378006240262415	2.4090527721563116e-14	5.572227423614725e-13	Peak_264	chr1	845640	846002	intron (NR_047524, intron 2 of 3)	18023	LINC01128
1.124324053078097	2.9139073576573793	22.537025816313985	2.0965300384997377e-6	1.1467585837413644e-5	Peak_295	chr1	1024630	1025038	intron (NM_198576, intron 2 of 35)	4714	AGRN
1.4883463629268883	0.9335599780883339	9.192099199693573	0.002438270899350408	0.006596455495658592	Peak_309	chr1	1142395	1142610	intron (NR_038869, intron 2 of 2)	5486	LINC01342
1.0800178524323132	1.9143941435276022	10.267489081042301	0.0013591723458072765	0.003924677992554763	Peak_312	chr1	1217918	1218217	intron (NM_016547, intron 6 of 6)	-3915	TNFRSF4
1.2756448227567752	2.7519055051300256	25.11401949979835	5.517743070807791e-7	3.3962519573160704e-6	Peak_327	chr1	1318276	1318577	intron (NM_001256463, intron 2 of 14)	-5861	MIR6727
1.1676773608388233	3.351789896419176	32.83164697047707	1.0407691568183503e-8	8.954632524864556e-8	Peak_335	chr1	1360336	1360907	intron (NM_001282582, intron 1 of 10)	1177	MXRA8
1.281964282107205	1.4788010693866196	10.569371871610267	0.0011544470453640323	0.003393632533537187	Peak_344	chr1	1407746	1408007	promoter-TSS (NM_001318485)	-584	MRPL20
2.216361566046773	1.7451466886833318	31.906004786703463	1.6726658665046213e-8	1.3859998157088638e-7	Peak_368	chr1	1686294	1686839	intron (NM_001110781, intron 1 of 8)	6228	SLC35E2B
1.5219143180551864	1.4059862418414288	13.54640509190689	2.3424151079426872e-4	8.168304769855912e-4	Peak_383	chr1	1826646	1826999	intron (NM_001282539, intron 1 of 10)	-46792	NADK
1.069440250239691	1.6262574347869119	8.39733844968514	0.0037677386973546936	0.009708238733048973	Peak_386	chr1	1839529	1839915	intron (NM_001282538, intron 1 of 9)	51365	GNB1
1.2827243339816645	3.012444166207628	30.732762956169317	3.053873136454118e-8	2.4012280370575517e-7	Peak_388	chr1	1859130	1859652	intron (NM_001282538, intron 1 of 9)	31696	GNB1
1.9843307461513195	1.7340761863408247	26.574826233392937	2.5949136136059163e-7	1.7046467073931803e-6	Peak_391	chr1	1876529	1876851	intron (NM_001282538, intron 1 of 9)	14397	GNB1
1.4388073193296347	1.7406070501125641	15.51274411698602	8.263528137336924e-5	3.1941170873719e-4	Peak_392	chr1	1883551	1883960	intron (NM_001282538, intron 1 of 9)	7331	GNB1
1.2961547985732398	1.3174191803562758	9.629465536574218	0.001921366763703921	0.005337735013879693	Peak_407	chr1	1994525	1995085	intron (NM_001304360, intron 1 of 38)	8981	CFAP74
2.982245085340834	2.3999827792833943	77.07064437722013	1.9867883990722097e-18	8.687140170401759e-17	Peak_414	chr1	2088384	2088864	intron (NM_001242874, intron 1 of 14)	14638	PRKCZ
1.7690159218330959	1.2319178950737157	15.485585865372038	8.382881851394319e-5	3.2356388649174516e-4	Peak_434	chr1	2279376	2279664	intron (NM_003036, intron 1 of 6)	51201	SKI
2.0162197532994313	1.5566961529439534	24.04906758875638	9.573105470488392e-7	5.625102701227893e-6	Peak_440	chr1	2360869	2361364	intron (NM_001301060, intron 8 of 10)	-8456	LOC100129534
1.3826191276936974	1.785927281933035	14.912935920765703	1.1346090440348354e-4	4.252960646363868e-4	Peak_441	chr1	2372778	2373125	intron (NM_001301060, intron 7 of 10)	18602	MORN1
-1.0143281792032153	3.5103580652608755	27.940847287336027	1.283274070113288e-7	8.933610368977016e-7	Peak_453	chr1	2801587	2801937	promoter-TSS (NM_001242672)	-894	TTC34
1.6178810140438737	2.7829018019963843	39.390845911472624	3.646733077132968e-10	4.134056751090139e-9	Peak_469	chr1	3313112	3313564	intron (NM_022114, intron 3 of 16)	-141327	ARHGEF16
1.2736047815469895	2.2494076203564317	17.670531695759745	2.6547511091073484e-5	1.147913335372622e-4	Peak_480	chr1	3460631	3460943	intron (NM_014448, intron 1 of 14)	6122	ARHGEF16
1.1738231135892487	3.8080902188929358	44.8355089474953	2.28523702081389e-11	3.2249612112880484e-10	Peak_481	chr1	3471380	3472128	intron (NM_014448, intron 6 of 14)	17089	ARHGEF16
1.4022358789609974	3.159746768771932	40.46971905505284	2.1047354446282376e-10	2.4906418801772467e-9	Peak_490	chr1	3548234	3548638	intron (NM_001409, intron 4 of 36)	12354	MIR551A
1.7880432017787349	2.2681958208853206	32.61219916011184	1.1646319453105122e-8	9.927408857865303e-8	Peak_491	chr1	3553434	3553754	intron (NM_001409, intron 4 of 36)	7196	MIR551A
-1.0281123288340845	2.3282194627736765	12.601322289740756	3.876499608951521e-4	0.0012835333344393414	Peak_493	chr1	3573435	3573685	intron (NM_001409, intron 4 of 36)	-12770	MIR551A
1.9936453694221627	1.806194668453668	28.308750468345952	1.0618126194579774e-7	7.504924252712693e-7	Peak_495	chr1	3613473	3613675	Intergenic	-2066	MEGF6
1.4286042381247679	0.8199417858890076	7.9093441606820605	0.004929788368541875	0.012303976771390356	Peak_522	chr1	3869939	3870203	intron (NR_135152, intron 5 of 6)	12595	DFFB
1.1433680604695864	0.9064833746290449	5.5739112302768055	0.018253441593364762	0.03868510328125746	Peak_539	chr1	5913638	5913838	intron (NR_111987, intron 11 of 32)	-50997	MIR4689
1.0118808596473603	1.7936805136809912	8.432555717926517	0.0036955330613927966	0.009544256608339232	Peak_551	chr1	6059718	6060305	intron (NM_001199862, intron 2 of 15)	14124	KCNAB2
2.5752945153294617	1.3874645260915965	30.629434771860037	3.2202635042892226e-8	2.522620746955333e-7	Peak_554	chr1	6116306	6116622	intron (NM_015557, intron 33 of 41)	63857	CHD5
1.4894632025427796	3.425936230477286	53.94942297065794	2.2561102018616865e-13	4.4687956383332665e-12	Peak_558	chr1	6157210	6158395	intron (NM_015557, intron 3 of 41)	22518	CHD5
2.8225370190591916	0.8574564834945826	23.343960014273893	1.3794535868074205e-6	7.842466948073958e-6	Peak_570	chr1	6233504	6233709	exon (NM_012405, exon 3 of 5)	2357	ICMT
3.8908900310169976	0.9823394894540741	36.707104763668724	1.4338118532010159e-9	1.4513765613385931e-8	Peak_581	chr1	6317468	6317701	intron (NM_181866, intron 6 of 8)	41344	ACOT7
1.4852479234536062	0.40227367312988	5.703868668945823	0.01695022700208987	0.0362837800043815	Peak_583	chr1	6322527	6322737	intron (NM_181866, intron 5 of 8)	36297	ACOT7
1.5643295478907964	1.7606903529807545	18.236005461041536	1.973723580247914e-5	8.782246760091764e-5	Peak_587	chr1	6352241	6352472	intron (NM_007274, intron 1 of 8)	6572	ACOT7
1.7894916819847868	1.6026963482597851	20.341976872794064	6.567182683076453e-6	3.2370154367239935e-5	Peak_588	chr1	6353853	6354086	intron (NM_007274, intron 1 of 8)	4959	ACOT7
1.2997493110668243	2.494010875675111	21.556590182159322	3.489248870486044e-6	1.8222292546036108e-5	Peak_589	chr1	6359588	6359967	promoter-TSS (NM_181866)	-849	ACOT7
2.588550402475127	2.6107274760003047	73.83014372645489	1.0100945069855153e-17	3.950513610385489e-16	Peak_599	chr1	6415410	6415921	3' UTR (NM_019089, exon 4 of 4)	4253	HES2
1.2368371959670854	1.5440121508035238	10.34531205305426	0.0013031167095604978	0.0037818589918531564	Peak_600	chr1	6416441	6416670	3' UTR (NM_019089, exon 4 of 4)	3363	HES2
1.258780475143786	1.2001969053086654	8.48259252941712	0.0035953562561534154	0.009318224600482742	Peak_637	chr1	6674848	6675217	intron (NM_018198, intron 3 of 15)	26783	DNAJC11
1.3740255384427966	2.0204888813320516	17.104042692975	3.574272317682587e-5	0.00015018782186486163	Peak_638	chr1	6686290	6686737	intron (NM_018198, intron 1 of 15)	15302	DNAJC11
1.3981790979721045	3.0888178137192988	38.26858025190031	6.462522492761514e-10	6.978469151455536e-9	Peak_641	chr1	6724537	6724991	promoter-TSS (NR_104620)	19	LINC01672
1.9872831502991042	0.4252341899105228	9.399397356939962	0.0021776851115806496	0.005961154686874286	Peak_647	chr1	6776869	6777124	Intergenic	7983	CAMTA1-DT
1.3744151954873303	1.3434262676404842	10.82072119351243	0.0010079701976085202	0.0030105876889598266	Peak_651	chr1	6803482	6803849	intron (NR_146204, intron 1 of 2)	18212	CAMTA1
2.558500954589592	0.07719495556410029	9.08164863807179	0.002589821058532884	0.006955337422661258	Peak_654	chr1	6834279	6834488	intron (NM_001349608, intron 2 of 21)	48930	CAMTA1
1.0542930703861892	1.132312288041293	5.741750905622108	0.01658870988994419	0.035606888090661225	Peak_656	chr1	6859469	6859865	intron (NM_001349608, intron 2 of 21)	74213	CAMTA1
4.056279852151445	1.2931670307351428	49.36544133152486	2.2959107162624194e-12	3.850158499538027e-11	Peak_657	chr1	6860052	6860347	intron (NM_001349608, intron 2 of 21)	74746	CAMTA1
3.0652789046207016	1.370429035700914	38.3369385361353	6.241084925941044e-10	6.75774175672622e-9	Peak_659	chr1	6870177	6870431	intron (NM_001349608, intron 2 of 21)	84850	CAMTA1
2.1591868450042764	1.3116744470037278	22.500820745235973	2.1363070375460146e-6	1.1668681596055293e-5	Peak_660	chr1	6870652	6870885	intron (NM_001349608, intron 2 of 21)	85315	CAMTA1
2.4281546485133916	1.2721684554935981	25.943945651017593	3.5936775851612734e-7	2.29370267713371e-6	Peak_661	chr1	6881067	6881361	intron (NR_038934, intron 3 of 3)	95760	CAMTA1
1.6003666207221858	1.6259040618979688	17.334179298277338	3.167309100229936e-5	1.3463566905246515e-4	Peak_666	chr1	6912008	6912475	intron (NM_001349608, intron 2 of 21)	126788	CAMTA1
2.5025479687597962	3.1890738802718834	107.18354411606563	5.795538007602497e-25	6.294581030032835e-23	Peak_670	chr1	6956356	6957034	intron (NM_001349608, intron 2 of 21)	171241	CAMTA1
2.90072931415288	0.687096113084087	20.563293086882318	5.8517412113656894e-6	2.9148346549551062e-5	Peak_673	chr1	6976086	6976456	intron (NM_001349608, intron 2 of 21)	190817	CAMTA1
3.4904848116836518	1.9113407671737532	64.7952220679787	9.485048242366884e-16	2.7178722507658502e-14	Peak_674	chr1	6982855	6983300	intron (NM_001349608, intron 2 of 21)	197624	CAMTA1
5.471948043931601	3.2880299026908646	266.2487476362515	6.386013158315879e-59	4.947609308784929e-55	Peak_675	chr1	6989397	6990199	intron (NM_001349608, intron 2 of 21)	204344	CAMTA1
2.7946684450994503	0.7166429121563599	20.452175989815583	6.200591173225846e-6	3.0742952408736e-5	Peak_676	chr1	6991346	6991566	intron (NM_001349608, intron 2 of 21)	206002	CAMTA1
1.2526876792886494	1.8402547887273488	12.83543041174447	3.4210453015042104e-4	0.0011470717810622122	Peak_680	chr1	7046315	7046608	intron (NM_001349608, intron 2 of 21)	261008	CAMTA1
2.6961735531240456	3.3458047676727056	135.3047624780742	4.9802680875683975e-31	1.1863611091936906e-28	Peak_684	chr1	7117493	7118327	intron (NM_001349608, intron 3 of 21)	271844	LOC102725193
1.3979823852549116	1.8163267809409167	15.544928972773313	8.124295908546917e-5	3.1458299300887114e-4	Peak_685	chr1	7127382	7128092	intron (NM_001349608, intron 3 of 21)	262017	LOC102725193
1.8929401611463241	0.1586253639680007	6.331378221203483	0.011881093159654414	0.02659295605974155	Peak_687	chr1	7189890	7190156	intron (NM_001349608, intron 3 of 21)	199731	LOC102725193
1.6976172191950742	0.9095212836113373	11.287549767823773	7.838730008766386e-4	0.002403968811159395	Peak_688	chr1	7196275	7196551	intron (NM_001349608, intron 3 of 21)	193341	LOC102725193
2.143645365836803	0.6473332546455005	13.17892819077815	2.8485289821422277e-4	9.733132074629501e-4	Peak_693	chr1	7249577	7249784	intron (NM_001349608, intron 4 of 21)	140073	LOC102725193
1.9462976176260351	1.406236283855232	20.58261803892948	5.793115988386487e-6	2.888905100822942e-5	Peak_694	chr1	7250237	7250618	intron (NM_001349608, intron 4 of 21)	139326	LOC102725193
2.7445415673350584	1.8296281546384539	45.623943981479655	1.5312926750650527e-11	2.2288404628771604e-10	Peak_696	chr1	7265747	7266128	intron (NM_001349608, intron 4 of 21)	123816	LOC102725193
3.40606287251663	2.055012089614072	70.32188860680962	5.884170132949377e-17	2.036045505020695e-15	Peak_708	chr1	7313070	7313595	intron (NM_001349608, intron 4 of 21)	76421	LOC102725193
1.724782583190695	1.8904529541679216	23.391041857405746	1.3461942690656963e-6	7.672147309188726e-6	Peak_709	chr1	7335341	7335841	intron (NM_001349608, intron 4 of 21)	54163	LOC102725193
1.7932181727137553	0.3047705648412189	6.852671287165793	0.008867271114646974	0.020588372732703225	Peak_711	chr1	7366901	7367111	intron (NM_001349608, intron 4 of 21)	22748	LOC102725193
1.0441270825161126	1.5746705520819806	7.6721812137845165	0.005620575740807515	0.01381362616999459	Peak_712	chr1	7379474	7379861	intron (NM_001349608, intron 4 of 21)	10086	LOC102725193
2.2749022758011166	0.9248495227124764	18.121218627096855	2.096060621345035e-5	9.268548323971732e-5	Peak_716	chr1	7419547	7419820	intron (NM_001349608, intron 4 of 21)	-29930	LOC102725193
1.945928556793993	1.1976218558963514	17.74083781951637	2.5586291682766433e-5	1.110570929061577e-4	Peak_717	chr1	7420369	7420944	intron (NM_001349608, intron 4 of 21)	-30903	LOC102725193
2.349220765561675	2.0842236250740824	44.135036557820946	3.26190853444531e-11	4.470636480883813e-10	Peak_725	chr1	7491186	7491819	intron (NM_001349608, intron 5 of 21)	-101749	LOC102725193
2.032264903500025	1.9970378255566172	32.8117873380171	1.0514132101729833e-8	9.037132330389044e-8	Peak_727	chr1	7508422	7508859	intron (NM_001349608, intron 5 of 21)	-118887	LOC102725193
1.3466382985289473	2.949722865561825	32.258455469385446	1.3961417823946307e-8	1.172694227433268e-7	Peak_730	chr1	7534071	7534507	intron (NM_001349608, intron 5 of 21)	-135441	CAMTA1
2.075465678444356	1.9608129557527743	33.1088896717923	9.029697393222156e-9	7.860474778918413e-8	Peak_733	chr1	7549329	7549623	intron (NM_001349608, intron 5 of 21)	-120254	CAMTA1
1.5686766948374622	1.710047114924386	17.67543768225003	2.6479274450042467e-5	1.1453109855351621e-4	Peak_734	chr1	7549885	7550245	intron (NM_001349608, intron 5 of 21)	-119665	CAMTA1
1.1445572065955028	1.1841285863219206	6.954065439039305	0.008378792097511181	0.019580320810562345	Peak_740	chr1	7594402	7594648	intron (NM_001349608, intron 5 of 21)	-75205	CAMTA1
1.2020313775303255	1.407209197065856	9.050725552471292	0.0026339407674333096	0.007060773547536487	Peak_760	chr1	7940745	7941028	5' UTR (NM_001561, exon 2 of 9)	2278	TNFRSF9
2.6337218628636863	1.5507531376428236	35.86736292481905	2.201858741673224e-9	2.1492693509208776e-8	Peak_762	chr1	7948937	7949300	Intergenic	-5954	TNFRSF9
1.095341092876157	1.8321982216794317	9.994277582151586	0.0015760377382344913	0.004475117610656617	Peak_764	chr1	7956666	7956938	Intergenic	-4852	PARK7
1.8094437282472675	1.750196686127238	23.136168101495894	1.536373280492842e-6	8.653548305854216e-6	Peak_769	chr1	7988612	7988956	Intergenic	27073	PARK7
1.7774530117038856	1.0861411829762206	13.962315855756875	1.8778827656210708e-4	6.693899351133417e-4	Peak_770	chr1	7992024	7992334	Intergenic	30468	PARK7
1.3196210754086544	1.833216994329089	14.06007457711037	1.78290646145181e-4	6.387815691611021e-4	Peak_774	chr1	8017647	8017864	intron (NM_018948, intron 1 of 3)	8553	ERRFI1
1.1300459441434436	2.3545179291011706	15.364139379855585	8.938197605532564e-5	3.429558786459785e-4	Peak_775	chr1	8018825	8019082	intron (NM_018948, intron 1 of 3)	7355	ERRFI1
1.0435081590561084	2.1250498494143923	11.168428941906592	8.35760721944731e-4	0.002547777513999846	Peak_776	chr1	8020086	8020315	intron (NM_018948, intron 1 of 3)	6108	ERRFI1
2.3133087887851542	1.4719856564301732	28.277549121101966	1.0790059185537573e-7	7.616851090887615e-7	Peak_781	chr1	8040647	8040953	Intergenic	-14491	ERRFI1
1.1454206090465286	2.3063912449651474	15.135746737612605	1.0084828085824915e-4	3.823173671821488e-4	Peak_786	chr1	8077278	8077522	Intergenic	-51091	ERRFI1
1.8119434505852758	0.9827766670158472	13.43924793526922	2.4798394403109767e-4	8.598316364742042e-4	Peak_791	chr1	8107177	8107417	Intergenic	-80988	ERRFI1
1.0314384559551706	3.5248838631639163	29.30731466645762	6.352225375842966e-8	4.6979440721136174e-7	Peak_806	chr1	8182123	8182938	Intergenic	-26141	LINC01714
1.0384133846336163	1.9355601914436158	9.777290355847972	0.001773033138925769	0.004965158069331377	Peak_809	chr1	8200367	8200699	Intergenic	-8139	LINC01714
1.506832567202487	0.5746484910918387	6.962718901121614	0.008338399979125607	0.019501895180101446	Peak_815	chr1	8224930	8225160	Intergenic	16373	LINC01714
2.155611887454196	2.1189335227692903	40.146335871014315	2.481586366673519e-10	2.8951069860276417e-9	Peak_817	chr1	8259047	8259863	Intergenic	50783	LINC01714
1.149678837438632	3.142066243103096	27.670964804952284	1.4746696446910414e-7	1.0153174231337398e-6	Peak_819	chr1	8269167	8270321	Intergenic	-48341	SLC45A1
1.983515036623403	0.3299001738443786	8.352654838384547	0.0038614233618841426	0.009922291320738318	Peak_820	chr1	8293196	8293399	Intergenic	-24787	SLC45A1
1.460760680650056	1.8771163429235451	17.34222147050148	3.153962521636401e-5	1.3411739063477713e-4	Peak_829	chr1	8367674	8368124	intron (NM_001042681, intron 12 of 22)	49814	SLC45A1
1.304790198291934	2.299851599839258	19.01293116482034	1.3143386252378056e-5	6.073837020693776e-5	Peak_833	chr1	8382041	8382387	intron (NM_001042681, intron 12 of 22)	41618	RERE
1.6328378393982028	1.0228716650690572	11.648104898960565	6.458121634533003e-4	0.002023533203771319	Peak_835	chr1	8396327	8396594	intron (NM_001042681, intron 12 of 22)	27371	RERE
2.358624949988356	1.7181761740188917	34.37490069858478	4.7228778817141835e-9	4.34644215440362e-8	Peak_839	chr1	8438978	8439302	intron (NM_001042681, intron 11 of 22)	14495	RERE-AS1
3.1930728024004615	1.4826689013790957	43.44113313464626	4.641148707073184e-11	6.191458293638078e-10	Peak_840	chr1	8439478	8439841	intron (NM_001042681, intron 11 of 22)	15015	RERE-AS1
1.2281214629980173	1.144290610345589	7.770917227237482	0.00532172541802898	0.01316845985289801	Peak_842	chr1	8448986	8449483	intron (NM_001042681, intron 11 of 22)	24590	RERE-AS1
1.7407220672081924	2.928641737994913	50.11101539742399	1.5737101682496174e-12	2.7145999858359255e-11	Peak_843	chr1	8456116	8457312	intron (NM_001042681, intron 11 of 22)	32069	RERE-AS1
1.5835424105948899	0.5582860232670535	7.456720141149278	0.006333617137130293	0.015353843024569195	Peak_849	chr1	8481766	8481966	intron (NM_001042681, intron 10 of 22)	13047	SNORD128
1.4925974608722534	0.8202628267603006	8.462916442403792	0.0036344152977104936	0.009408514606790874	Peak_850	chr1	8483182	8483390	intron (NM_001042681, intron 10 of 22)	11627	SNORD128
1.8631589754177338	1.7772956058547436	24.909476330738723	6.133268331086133e-7	3.7460643599346153e-6	Peak_852	chr1	8497360	8497807	intron (NM_001042681, intron 8 of 22)	-2671	SNORD128
2.772173681911349	0.05563033785279253	9.828715987852993	0.0017241971938673154	0.004846333343324898	Peak_855	chr1	8540631	8540865	intron (NM_001042681, intron 7 of 22)	-45835	SNORD128
1.786161678963785	2.4210373038258672	36.31434896053828	1.7523079551353123e-9	1.7436166105593554e-8	Peak_865	chr1	8626336	8626855	intron (NM_001042681, intron 2 of 22)	-131683	SNORD128
1.4024323250853437	2.0298733441023145	18.021499553980725	2.208509000467611e-5	9.712986048199162e-5	Peak_866	chr1	8629327	8629756	intron (NM_001042681, intron 2 of 22)	-134629	SNORD128
1.0290565869033084	1.3391247409670894	6.424561311895469	0.011273852599837842	0.02540047559499006	Peak_871	chr1	8661618	8661868	intron (NM_001042681, intron 1 of 22)	155897	RERE
2.356884303910471	1.4616151867826845	28.60908111428164	9.097329593400644e-8	6.517509588360596e-7	Peak_872	chr1	8668246	8668513	intron (NM_001042681, intron 1 of 22)	149260	RERE
1.0802437865208765	2.522213310142833	15.700184037718284	7.48510387144896e-5	2.921900512922273e-4	Peak_877	chr1	8701026	8701316	intron (NM_001042681, intron 1 of 22)	116469	RERE
1.2290646241430798	1.387075644387441	9.114882929389369	0.002543240504604084	0.006841820028974229	Peak_881	chr1	8717792	8718062	intron (NM_001042681, intron 1 of 22)	99713	RERE
1.7219129190229319	1.7117683744669987	20.82324786789048	5.110634258435737e-6	2.577639913240858e-5	Peak_884	chr1	8733495	8733915	intron (NM_001042681, intron 1 of 22)	83935	RERE
1.1786075650553383	0.9241233128253238	5.9986518020135815	0.01433775554759609	0.03132706394819425	Peak_886	chr1	8745953	8746280	intron (NM_001042681, intron 1 of 22)	71523	RERE
1.2663203476053133	1.4428193747114626	10.01976524661301	0.0015544031306197988	0.004420630232108771	Peak_889	chr1	8789581	8789861	intron (NM_001042681, intron 1 of 22)	27919	RERE
2.7435251443721276	1.102104718721836	27.424850878941292	1.6740576864246646e-7	1.1407107740654458e-6	Peak_890	chr1	8809363	8809655	intron (NM_012102, intron 1 of 23)	8131	RERE
