X	seqnames	start	end	width	strand	Conc	Conc_WT	Conc_MUTANT	Fold	p.value	FDR
62651	chr5	173764368	173764868	501	*	6.74563898923751	7.35101993349896	5.68259030794492	1.66842962555403	3.75476565753776e-10	1.67438252783694e-6
68961	chr7	36972105	36972605	501	*	5.76669979659713	6.51651469058469	4.11571597347432	2.40079871711037	4.48775428777469e-10	1.89006758223284e-6
15218	chr11	106386742	106387242	501	*	5.19498049755182	6.05034365974334	2.80500678976822	3.24533686997511	1.3861328336831e-9	5.04478010083061e-6
5739	chr1	171219929	171220429	501	*	5.74772342689142	6.51163127655917	4.01994241994572	2.49168885661345	1.45269772090038e-9	5.04478010083061e-6
22343	chr14	31261819	31262319	501	*	6.80950068357466	7.42439552492549	5.71578678950913	1.70860873541637	1.45483534324049e-9	5.04478010083061e-6
53802	chr3	171874310	171874810	501	*	5.61274850700593	6.37585277769242	3.88947879804322	2.4863739796492	1.46401037104135e-9	5.04478010083061e-6
68958	chr7	36962403	36962903	501	*	5.34381105738084	6.15665164188221	3.30481603520662	2.85183560667559	1.60691375211182e-9	5.29645759277586e-6
20515	chr13	34730853	34731353	501	*	5.96838356069307	6.67670809896342	4.5186715950116	2.15803650395182	1.69147192132929e-9	5.34286645350218e-6
76041	chr9	38682656	38683156	501	*	5.27801220926868	6.09536638040749	3.20600696526784	2.88935941513964	2.39284471078965e-9	7.2559665872101e-6
47543	chr21	36097330	36098322	993	*	5.62017719622166	6.36843740127384	3.97737594387377	2.39106145740007	3.19345452516047e-9	9.31125361914962e-6
62654	chr5	173824096	173824596	501	*	5.82013325371688	6.53856246745658	4.32444008160043	2.21412238585616	3.32591024215591e-9	9.33829368694804e-6
56560	chr4	88178219	88178719	501	*	6.17262317715299	6.82555196486298	4.94710210887525	1.87844985598773	9.58927535661942e-9	2.59626205539272e-5
22456	chr14	35607781	35608281	501	*	6.24611598972382	6.87784867285889	5.09595598762921	1.78189268522968	1.22648939992207e-8	3.20617016961008e-5
14944	chr11	86743295	86743795	501	*	5.70551456014011	6.41064560230275	4.2699698393922	2.14067576291055	2.0393875531886e-8	5.15346436732248e-5
34489	chr18	49500467	49500967	501	*	6.33765455231739	6.94662701032642	5.26312983891089	1.68349717141553	2.13024891285585e-8	5.20942063982869e-5
56559	chr4	88162604	88163104	501	*	5.52521393702516	6.28067225212992	3.84405573332046	2.43661651880947	2.62394568291272e-8	6.21620932112281e-5
15220	chr11	106399073	106399573	501	*	6.82423461901049	7.36574663607215	5.94724611757773	1.41850051849442	2.95330294351913e-8	6.78445281349216e-5
49545	chr3	4978750	4979250	501	*	6.74359365462208	7.30485422525303	5.81244895574367	1.49240526950936	3.1478340147607e-8	7.01865143602923e-5
16115	chr12	6084569	6085069	501	*	6.58163342353442	7.16464363581647	5.58747448743422	1.57716914838225	3.34793843433725e-8	7.25153899339065e-5
47544	chr21	36103440	36103940	501	*	5.0209866731131	5.84965388976966	2.86227474495611	2.98737914481355	3.45201947887114e-8	7.26928179649285e-5
22344	chr14	31263512	31264012	501	*	6.87979008056616	7.43080284576636	5.97709386566795	1.4537089800984	3.79575949111052e-8	7.77710084490803e-5
6875	chr1	208119961	208120461	501	*	5.96173238816415	6.61188729549257	4.7463647060524	1.86552258944018	5.41332245870494e-8	1.07994358492622e-4
66997	chr6	154555216	154555716	501	*	5.94885470742414	6.5981757153664	4.73652168196662	1.86165403339978	5.60433205856054e-8	1.08938156160876e-4
57438	chr4	128386968	128387468	501	*	6.59538265739222	7.15204135869869	5.67710747033931	1.47493388835938	6.17980825633724e-8	1.17121271026167e-4
10551	chr10	90931141	90931641	501	*	5.76632531680911	6.44535091747702	4.4405761227525	2.00477479472452	6.58915356705535e-8	1.21833449454853e-4
35533	chr19	6568014	6568514	501	*	5.31467695072146	6.09038422394957	3.5186715950116	2.57171262893798	9.06996655966456e-8	1.63710736886098e-4
3154	chr1	64917382	64917882	501	*	6.50710133054072	7.07020230624803	5.57076587985234	1.49943642639569	9.74386275737027e-8	1.6794372471185e-4
3860	chr1	94697791	94698291	501	*	6.10168121101568	6.71815663569609	5.00278913912164	1.71536749657445	9.74755489100424e-8	1.6794372471185e-4
5750	chr1	171306681	171307181	501	*	6.22234321381209	6.82948173920625	5.15369347433105	1.6757882648752	1.14938252437489e-7	1.9363008842297e-4
67163	chr6	158405386	158405886	501	*	5.67895787024341	6.37482871391232	4.28355331449799	2.09127539941434	1.17929402481299e-7	1.94350218971843e-4
72975	chr8	52467101	52467601	501	*	6.05564627209406	6.67629253397236	4.94297255943405	1.73331997453831	1.26149211568811e-7	2.03473310208936e-4
59465	chr5	57693024	57693524	501	*	5.4722362963113	6.18488487855065	4.00306623829742	2.18181864025323	1.66828678615516e-7	2.6348156869091e-4
10409	chr10	85642801	85643301	501	*	6.73267072086168	7.26670333663291	5.87548692765411	1.3912164089788	1.87421478790013e-7	2.86128553399004e-4
43996	chr2	214593698	214594198	501	*	6.06105452144038	6.68456060661932	4.93883115569048	1.74572945092884	1.92491079203646e-7	2.86128553399004e-4
14927	chr11	86484149	86484649	501	*	5.97827971818683	6.59861439854277	4.86664150584056	1.73197289270221	2.4169275265729e-7	3.5235549781147e-4
63072	chr6	3176023	3176523	501	*	6.56157971147494	7.10000615574305	5.69280692728298	1.40719922846007	2.7510009896621e-7	3.89231083522658e-4
56789	chr4	102405779	102406279	501	*	6.27124893572921	6.86825688924946	5.23449713510707	1.6337597541424	2.77255715155503e-7	3.89231083522658e-4
15219	chr11	106397845	106398345	501	*	5.97991364876049	6.62549121317713	4.78110398332906	1.84438722984807	3.24991694731034e-7	4.47950825197544e-4
34515	chr18	49694399	49694899	501	*	5.84265617182364	6.49763371436311	4.60957713224368	1.88805658211943	3.38359372156434e-7	4.58047957925127e-4
74376	chr8	117814867	117815831	965	*	6.70140807702381	7.23230180156603	5.85242528384231	1.37987651772372	3.49481069272653e-7	4.64803690885799e-4
66843	chr6	149233321	149233821	501	*	5.11210793268247	5.87152776897488	3.40931229599656	2.46221547297833	3.58356439595309e-7	4.68390402228978e-4
5749	chr1	171296250	171296750	501	*	5.84326604223135	6.49247332135774	4.63134625920178	1.86112706215596	4.61270587479699e-7	5.9268579603811e-4
57436	chr4	128384106	128384606	501	*	5.90910067872653	6.53148035563046	4.79064847759476	1.74083187803569	5.05155095532171e-7	6.35556877472887e-4
66205	chr6	126780504	126781004	501	*	4.61294636732836	5.47162132196118	2.19118332698172	3.28043799497945	5.11403257210175e-7	6.35556877472887e-4
58089	chr4	156346956	156347456	501	*	5.41677043470117	6.11690229249683	4.00306623829742	2.11383605419942	5.22463958352178e-7	6.38830164818069e-4
57433	chr4	128354364	128354864	501	*	7.03633249162168	7.51812728697443	6.30780624750711	1.21032103946732	5.52847657187088e-7	6.6464987001128e-4
34511	chr18	49656023	49656523	501	*	5.3411340105011	6.05194627642606	3.88026654494546	2.1716797314806	5.6111532510285e-7	6.6464987001128e-4
3849	chr1	94527372	94527872	501	*	6.25942197946784	6.83505866756368	5.28704308126932	1.54801558629436	6.11442329165366e-7	7.13120485103034e-4
68180	chr7	17679802	17680302	501	*	6.03327967764899	6.6391388406321	4.96870983650116	1.67042900413094	6.8090001467543e-7	7.82096200189844e-4
51829	chr3	93969341	93969841	501	*	6.22366432904661	6.80864438917356	5.22361164954688	1.58503273962668	7.10974654308127e-7	8.04451904006639e-4
39124	chr2	28274861	28275361	501	*	6.6312769112532	7.14561617633335	5.8245065927057	1.32110958362765	7.48618751732775e-7	8.2949114253908e-4
56468	chr4	85812683	85813183	501	*	6.03438465465611	6.6269758438398	5.01125352716657	1.61572231667323	7.65901098381275e-7	8.2949114253908e-4
14930	chr11	86524048	86524548	501	*	5.00849195504037	5.77305741148172	3.27700673666741	2.49605067481431	7.65929902488301e-7	8.2949114253908e-4
71275	chr7	130356162	130356662	501	*	5.87889802190611	6.51442382261254	4.71561771866925	1.79880610394329	8.33832921045363e-7	8.90310421289126e-4
14942	chr11	86726203	86726703	501	*	5.28845583620142	6.02095835986998	3.72560390568345	2.29535445418653	8.4644479055701e-7	8.91224071213005e-4
68960	chr7	36971319	36971819	501	*	5.4440271390605	6.13510058059456	4.06888853334376	2.0662120472508	1.10816998186519e-6	0.00114338229863351
5737	chr1	171218490	171218990	501	*	5.5885465179191	6.24283636004834	4.35801005871289	1.88482630133545	1.11609822183223e-6	0.00114338229863351
51896	chr3	99910104	99910604	501	*	5.28101862473647	5.98661120890898	3.84343688588313	2.14317432302585	1.14713041216881e-6	0.00114715342442748
21577	chr13	97308082	97308582	501	*	6.28626532473257	6.84302284175618	5.36771542317508	1.4753074185811	1.15004366574534e-6	0.00114715342442748
53800	chr3	171862952	171863452	501	*	5.32928586055039	6.0313617959617	3.90713656412032	2.12422523184138	1.19435420904373e-6	0.00117276957839079
53796	chr3	171810351	171810851	501	*	5.42966850198229	6.12328873289816	4.04381519800688	2.07947353489128	1.20666447406616e-6	0.00117276957839079
34187	chr18	34928380	34928880	501	*	4.93316579404727	5.70481195851602	3.16107113655914	2.54374082195688	1.27856120774822e-6	0.00122691704554665
14941	chr11	86719723	86720223	501	*	4.3735183028706	5.26229372281507	1.62104446454668	3.64124925826838	1.31282425618976e-6	0.00124404867546862
78870	chrX	26918570	26919070	501	*	4.53032416115466	5.38348483155268	2.16107113655914	3.22241369499354	1.34103394681335e-6	0.00125509188239474
66200	chr6	126716834	126717334	501	*	5.15684989639917	5.90195292041192	3.53049718895495	2.37145573145697	1.44453519818059e-6	0.00132087126662104
39437	chr2	38146811	38147311	501	*	5.4693102051289	6.14381380813694	4.1615677112316	1.98224609690534	1.44616490297387e-6	0.00132087126662104
52370	chr3	124409857	124410357	501	*	5.19032514315734	5.92203738098092	3.63134625920178	2.29069112177914	1.54984547804815e-6	0.00139871709339705
72269	chr8	21068002	21068502	501	*	6.19019372780039	6.75000111413076	5.26312983891089	1.48687127521988	1.5844921921069e-6	0.00141316198342861
5741	chr1	171222924	171223424	501	*	5.84416065742798	6.45865471599134	4.75175592766738	1.70689878832396	1.73063250938969e-6	0.00152555255702701
74997	chr8	142699624	142700124	501	*	6.09476278153279	6.66339203113604	5.14268151847475	1.52071051266128	1.76624594154405e-6	0.00153904986876451
34505	chr18	49593310	49593810	501	*	5.82167395086779	6.42773233505716	4.75646978701187	1.67126254804529	1.92637318613228e-6	0.00165559275620437
61701	chr5	142215922	142216422	501	*	6.00733036431848	6.59380343574297	5.00278913912164	1.59101429662133	1.94367100610994e-6	0.00165559275620437
57540	chr4	136203375	136203875	501	*	5.08656746508221	5.81993809391314	3.5194466351233	2.30049145878984	1.98236595045073e-6	0.00166979089264132
10810	chr10	97150154	97150654	501	*	6.15553132479209	6.7297779024988	5.18720964496494	1.54256825753386	2.14462207104172e-6	0.00178661158883079
74369	chr8	117619259	117619759	501	*	4.47300394751328	5.31647485333827	2.19118332698172	3.12529152635654	2.397221556182e-6	0.00197533661905002
67930	chr7	7553800	7554300	501	*	6.5756076881113	7.07508122018077	5.80532459974455	1.26975662043623	2.51977579186586e-6	0.00203331097193047
29125	chr16	72371157	72371657	501	*	5.40547751434056	6.09131968978215	4.05204294905567	2.03927674072648	2.52122084925885e-6	0.00203331097193047
66206	chr6	126781277	126781777	501	*	4.88873226298899	5.64719794384573	3.19118332698172	2.45601461686401	2.62504725496445e-6	0.00203631905700931
68317	chr7	22583158	22583658	501	*	6.66993032632612	7.18953716445141	5.8499138633266	1.33962330112481	2.63239546210757e-6	0.00203631905700931
42356	chr2	153388161	153388661	501	*	6.5752750592503	7.07555401666843	5.80304807092188	1.27250594574656	2.80553245259884e-6	0.00214832939089965
49907	chr3	16370782	16371282	501	*	4.92549522197802	5.67483711312143	3.27700673666741	2.39783037645402	2.94570872188873e-6	0.00223311232497663
49912	chr3	16482630	16483130	501	*	4.52257743882449	5.3553096287344	2.33121685895747	3.02409276977693	3.17466077197703e-6	0.00238285008379016
51898	chr3	99930973	99931473	501	*	4.73317399783277	5.51813882882398	2.88086979742017	2.63726903140381	3.65468847335391e-6	0.00271625763212241
76230	chr9	73179440	73179940	501	*	5.17428881885616	5.87080154741119	3.77614582770288	2.09465571970831	3.96000428004432e-6	0.00289217007943171
42361	chr2	153455835	153456335	501	*	6.71970289415761	7.19923091801428	5.99640809779721	1.20282282021707	3.96767782533601e-6	0.00289217007943171
57544	chr4	136425417	136425917	501	*	5.63491832156875	6.26007695008447	4.50713905453321	1.75293789555127	4.10921223739626e-6	0.00296681210004546
34496	chr18	49537453	49537953	501	*	6.31445324058348	6.87225362515822	5.39299975179948	1.47925387335875	4.38933125723143e-6	0.00312330297037562
17200	chr12	50786760	50787260	501	*	5.39967344933501	6.06212941628519	4.13857178101507	1.92355763527013	4.40836072010172e-6	0.00312330297037562
5751	chr1	171310755	171311255	501	*	5.77002664235322	6.37585277769242	4.7055619262118	1.67029085148062	4.55709562694399e-6	0.003188199606447
33648	chr18	8890825	8891325	501	*	4.97762589358224	5.70603390903878	3.43470604288673	2.27132786615204	4.58406992708944e-6	0.003188199606447
75661	chr9	26949500	26950000	501	*	5.47500377853749	6.12815873342747	4.24865083428676	1.87950789914071	4.65955294420241e-6	0.00321123681042764
60496	chr5	95712392	95712892	501	*	6.43250830087935	6.96725882712873	5.57343973108313	1.3938190960456	4.79766551025942e-6	0.00327663265465997
34510	chr18	49647558	49648058	501	*	5.92858065194368	6.50581933491963	4.95150705394613	1.55431228097349	4.9564819900524e-6	0.00335487449271324
64653	chr6	47106613	47107113	501	*	5.83131611133136	6.41859326226482	4.8243497952754	1.59424346698942	5.17781122042931e-6	0.00344319904218882
24957	chr15	41001436	41001936	501	*	5.24884691281368	5.9383499221208	3.88026654494546	2.05808337717534	5.24243763584979e-6	0.0034558604759664
70042	chr7	84548263	84548763	501	*	5.09380069127776	5.79764372248286	3.66392201812832	2.13372170435454	5.35841261328001e-6	0.00350186122241504
20447	chr13	32225538	32226038	501	*	5.73428238002282	6.33365316026371	4.69017350523604	1.64347965502767	5.59624264055707e-6	0.00362603041314522
7142	chr1	214316458	214316958	501	*	5.50018551833641	6.13721585220481	4.33165819958962	1.80555765261519	5.70210005894379e-6	0.00366330935058025
27196	chr15	98896683	98897183	501	*	5.95163339245814	6.52505581290838	4.98570990682031	1.53934590608807	5.78824002958894e-6	0.00368740074288326
56754	chr4	99060176	99060676	501	*	6.0041556214773	6.56275359654101	5.08047608318398	1.48227751335702	6.3068047482489e-6	0.003984271343
62637	chr5	173455203	173455703	501	*	4.69498966896251	5.46778441694072	2.91617935967862	2.55160505726209	6.40791082871769e-6	0.00401468852904347
64658	chr6	47126589	47127089	501	*	5.68297772957649	6.28800759039454	4.62104446454668	1.66696312584786	6.48114904318619e-6	0.00402729039192542
45035	chr20	1415895	1416395	501	*	6.51879327742642	7.00981983433884	5.76867649739823	1.24114333694061	6.95171355911097e-6	0.00428457279026539
66198	chr6	126640747	126641247	501	*	4.77603754892216	5.53056104417512	3.09992969565739	2.43063134851773	7.0567620018435e-6	0.0043142425048206
3855	chr1	94616456	94616956	501	*	4.86912226591385	5.6047202591004	3.29097839118507	2.31374186791534	7.28188417698667e-6	0.00441625886058546
10549	chr10	90921015	90921515	501	*	6.45328921558451	6.95622681380733	5.67461917331258	1.28160764049475	7.37807381370016e-6	0.00443908252176822
9656	chr10	58856422	58856922	501	*	6.01546780928379	6.57390700382123	5.09223179442658	1.48167520939465	7.50388782007754e-6	0.00447923017127762
16606	chr12	26274487	26274987	501	*	6.55054187815887	7.04265831604405	5.79784549610839	1.24481281993566	8.52866774681264e-6	0.00505117010326656
68085	chr7	13920140	13920640	501	*	6.81106405684626	7.27822337116725	6.11584409830287	1.16237927286438	8.927386633545e-6	0.00524632754497995
20671	chr13	42106085	42106585	501	*	5.87165563427755	6.45383773610077	4.87996482408961	1.57387291201116	9.19895311615545e-6	0.00536387674114202
70336	chr7	96656038	96656538	501	*	4.96079687109597	5.67525309749419	3.48339650485718	2.19185659263701	9.26892391522913e-6	0.00536387674114202
74176	chr8	107332367	107332867	501	*	5.25464770212379	5.92133615100853	3.97737594387377	1.94396020713476	9.37133442340001e-6	0.00538205675229948
40470	chr2	68274021	68274521	501	*	5.18592491409056	5.85990055667223	3.88026654494546	1.97963401172677	9.53603917527727e-6	0.00543547063036537
7884	chr1	242005076	242005576	501	*	5.58979898703413	6.21772563995647	4.45265094354905	1.76507469640742	9.96912586867766e-6	0.00563992136551182
19544	chr12	119178477	119178977	501	*	5.96399286029826	6.53010116867836	5.01912063490758	1.51098053377078	1.04994465621332e-5	0.00589594477354633
48255	chr22	24506864	24507364	501	*	5.72960718610303	6.31727466602453	4.72146168453588	1.59581298148865	1.19364106054163e-5	0.00665358346754417
52662	chr3	133476884	133477384	501	*	5.9121060008285	6.4685046143512	4.99455353592434	1.47395107842686	1.24830546806157e-5	0.00690269099663925
52663	chr3	133480111	133480611	501	*	7.14281888315256	7.5612914747714	6.55096156283022	1.01032991194118	1.25654125174612e-5	0.00690269099663925
14928	chr11	86515706	86516206	501	*	5.48028182995522	6.11537026935128	4.31852221507754	1.79684805427374	1.2747592959923e-5	0.006952390465459
43781	chr2	203280650	203281628	979	*	6.56340161801722	7.03637361405999	5.85508584887652	1.18128776518347	1.30800942694235e-5	0.00708277761764804
22350	chr14	31336613	31337113	501	*	4.81766986507522	5.54560998333977	3.27700673666741	2.26860324667236	1.36653576153271e-5	0.00730051700351377
11205	chr10	103517117	103517617	501	*	5.03476262887215	5.7297779024988	3.64299819074398	2.08677971175482	1.36748066126575e-5	0.00730051700351377
63107	chr6	3825846	3826346	501	*	4.55580451411134	5.33707488025976	2.72627540709907	2.61079947316069	1.37714575809337e-5	0.00730070229197907
69331	chr7	48140042	48140542	501	*	6.38188530813205	6.89468342103386	5.57895850436738	1.31572491666648	1.40473858340852e-5	0.00739526578261227
76380	chr9	79895169	79895669	501	*	5.67665368770901	6.26229372281507	4.67461917331258	1.58767454950249	1.45350616963145e-5	0.00759923098024765
64715	chr6	52352369	52352869	501	*	5.70257863762298	6.29153916684185	4.69051764259883	1.60102152424302	1.50792525237628e-5	0.00782974694913652
43745	chr2	202546686	202547186	501	*	5.31507336912551	5.99293251347884	3.99399600364623	1.99893650983261	1.55571164139354e-5	0.00796871242043262
58280	chr4	165440508	165441008	501	*	6.48796475553983	6.96676608227795	5.76634135079222	1.20042473148573	1.57316192143239e-5	0.00800401557730656
10046	chr10	72171030	72171530	501	*	5.47722794640225	6.09785102149843	4.36463132527705	1.73321969622138	1.58996465834765e-5	0.00802415414629571
39944	chr2	53505737	53506237	501	*	5.27835699390137	5.95348564742384	3.96814222490229	1.98534342252155	1.60878574613069e-5	0.00802415414629571
61032	chr5	125006206	125006706	501	*	5.55676603161105	6.17671075925105	4.44642241502026	1.73028834423079	1.61296296898397e-5	0.00802415414629571
74375	chr8	117811233	117811733	501	*	6.97977288822906	7.40977094305968	6.36441565810123	1.04535528495845	1.62617709051496e-5	0.00802415414629571
70167	chr7	91892625	91893125	501	*	4.92377784788012	5.63274892546832	3.47117679429392	2.16157213117441	1.63004358127602e-5	0.00802415414629571
76340	chr9	78982768	78983268	501	*	6.16587824126515	6.70521939036573	5.29467664811456	1.41054274225118	1.75457118312428e-5	0.0085814378594496
66204	chr6	126773231	126773731	501	*	5.62564738694187	6.22311298769778	4.58747448743422	1.63563850026356	1.82595274836702e-5	0.00878450011176965
12889	chr11	27796383	27796883	501	*	5.33698163261689	5.98459868798545	4.13082428878797	1.85377439919747	1.82676060815868e-5	0.00878450011176965
6874	chr1	208111798	208112298	501	*	6.82618013031746	7.26559875865905	6.19118332698172	1.07441543167732	1.84203335990644e-5	0.00878450011176965
38675	chr2	12006660	12007160	501	*	6.69683362966577	7.16921388592672	5.98985890410883	1.17935498181789	1.84244023502668e-5	0.00878450011176965
3861	chr1	94698828	94699328	501	*	6.06424468332937	6.5931431622949	5.2204415405796	1.3727016217153	1.89742932498811e-5	0.00899013873112645
51904	chr3	100002739	100003239	501	*	5.64983423043899	6.23357339168003	4.65349803715088	1.58007535452915	1.96238544332556e-5	0.00924015391758181
52369	chr3	124401786	124402286	501	*	5.26427392156743	5.90904433950398	4.06835900557834	1.84068533392564	2.00606609991523e-5	0.00938752252891812
13553	chr11	60285563	60286063	501	*	4.71539982861593	5.4552917530054	3.11571597347432	2.33957577953108	2.08440735221072e-5	0.00969428447630321
49550	chr3	5023229	5023729	501	*	6.07801076396173	6.5983950736285	5.25602476127923	1.34237031234927	2.10496837184109e-5	0.00973021629883544
49985	chr3	23668338	23668838	501	*	6.04567316257503	6.57858443821155	5.19142650708463	1.38715793112691	2.12104766546653e-5	0.00973785696045388
56737	chr4	98284560	98285060	501	*	6.48976185532573	6.97368214147919	5.7563054175248	1.21737672395439	2.13686405192369e-5	0.00973785696045388
56614	chr4	89674889	89675389	501	*	6.55644237074504	7.02731042578082	5.8528865619048	1.17442386387602	2.15176490540125e-5	0.00973785696045388
74260	chr8	109737584	109738084	501	*	6.11605785648187	6.63510298670461	5.29746201682059	1.33764096988402	2.15800230758386e-5	0.00973785696045388
52659	chr3	133463737	133464237	501	*	5.25867507336804	5.9086905951869	4.04381519800688	1.86487539718002	2.17087484947724e-5	0.00973797937656926
53499	chr3	157499340	157499840	501	*	4.39246151276851	5.18634486958177	2.48339650485718	2.70294836472458	2.33982950293837e-5	0.0103731072975588
56382	chr4	83392590	83393090	501	*	4.57844240134119	5.34697856771616	2.8243497952754	2.52262877244077	2.35363228935744e-5	0.0103736343153429
76348	chr9	79022949	79023449	501	*	6.57117409757656	7.03750654596641	5.87780316640376	1.15970337956265	2.37226839001775e-5	0.010395334935194
8187	chr10	3761884	3762384	501	*	4.8560741419499	5.5920420345813	3.27608982560405	2.31595220897726	2.39845753589048e-5	0.0104266728248486
34498	chr18	49548258	49548758	501	*	6.82405002326493	7.27041135201891	6.17432262161426	1.09608873040466	2.40692760008508e-5	0.0104266728248486
57640	chr4	140085030	140085530	501	*	4.74340207622412	5.47066305194463	3.20600696526784	2.26465608667679	2.50634418246684e-5	0.0107956503482175
18147	chr12	69689054	69689554	501	*	5.8662000977602	6.42008321910774	4.95561228110932	1.46447093799842	2.69826671727961e-5	0.0115566611056638
70870	chr7	107952451	107952951	501	*	5.42878046897667	6.04072253159572	4.34467565711829	1.69604687447743	2.73235010349018e-5	0.0115757845819853
59799	chr5	74632969	74633469	501	*	5.28910808713085	5.93421945229068	4.09197130432376	1.84224814796692	2.7332710366518e-5	0.0115757845819853
64350	chr6	40996882	40997382	501	*	5.334984581352	5.96268236173162	4.19861418508305	1.76406817664857	2.7810805632616e-5	0.0117128298011277
34188	chr18	34929162	34929662	501	*	4.6791045898399	5.41809626783934	3.0839687681953	2.33412749964404	2.87837406298841e-5	0.0120556165381817
49547	chr3	4986772	4987272	501	*	6.50556638772376	6.97503432227488	5.80516570350764	1.16986861876723	2.95517773091086e-5	0.0122751553827802
32973	chr17	76367384	76367884	501	*	5.40404740994882	6.01866543478414	4.31123790782023	1.70742752696392	2.96317513098548e-5	0.0122751553827802
40635	chr2	71831118	71831618	501	*	5.6036149131386	6.18459270296133	4.6155034339444	1.56908926901693	3.03030096971467e-5	0.0124850046854945
20593	chr13	39501648	39502148	501	*	5.8582366163534	6.40441134845693	4.96870983650116	1.43570151195577	3.19714773756005e-5	0.0131012201533346
70869	chr7	107949174	107949674	501	*	5.20920476811861	5.85696992662715	4.00251198671307	1.85445793991408	3.28718955678608e-5	0.0133278346149078
36180	chr19	16823053	16823553	501	*	5.4468700494427	6.06244747342976	4.35092290943687	1.71152456399289	3.28761106595227e-5	0.0133278346149078
76229	chr9	73172812	73173312	501	*	4.63355581355655	5.36972304791153	3.05257849835199	2.31714454955954	3.48651168317902e-5	0.0140140520775656
57443	chr4	128461258	128461758	501	*	5.21500280229152	5.85953455331466	4.01994241994572	1.83959213336894	3.51510767065559e-5	0.0140140520775656
54419	chr3	191774455	191774955	501	*	4.86879198299623	5.562303870725	3.48339650485718	2.07890736586782	3.5226539251035e-5	0.0140140520775656
34504	chr18	49590555	49591055	501	*	6.1634733735527	6.66276285694705	5.39363396844361	1.26912888850343	3.53082608504931e-5	0.0140140520775656
64660	chr6	47134684	47135184	501	*	5.19593137095491	5.83524481202649	4.01939461526842	1.81585019675807	3.58269572671234e-5	0.014145863559705
27549	chr16	2795766	2796266	501	*	5.89834102822558	6.46369649329247	4.95561228110932	1.50808421218315	3.60419048371045e-5	0.0141569987761454
744	chr1	12636482	12636982	501	*	5.2796188172436	5.9086905951869	4.13857178101507	1.77011881417183	3.70354676106711e-5	0.0144722771345225
20516	chr13	34733633	34734133	501	*	6.1032201054267	6.63360539223223	5.25555966226166	1.37804572997057	3.81557806728629e-5	0.0148335978309183
44261	chr2	223815153	223815653	501	*	4.73500894277578	5.45432257124583	3.23520498405952	2.21911758718631	3.93039587284733e-5	0.0151552665178135
67830	chr7	6050746	6051246	501	*	6.01489538481314	6.54016198738599	5.18045489454231	1.35970709284367	3.93830218576853e-5	0.0151552665178135
53808	chr3	171950355	171950855	501	*	4.66174782289498	5.38755228915845	3.13133138245865	2.25622090669979	4.20387572043829e-5	0.0160955360853892
14949	chr11	86814674	86815174	501	*	5.33137552705399	5.95142634926628	4.22067983900506	1.73074651026122	4.26304878559816e-5	0.0162400736375583
